transaction_id,invoice_id,transaction_date,invoice_date,due_date,vendor_id,vendor_name,vendor_type,category,cost_center,base_amount_inr,gst_percent,gst_amount_inr,total_amount_inr,currency,payment_method,payment_status,created_by,approver,approval_level,po_number,contract_id,invoice_present,gstin
TXN2026097,INV20260097,2026-03-31,2026-03-29,2026-05-12,V011,SkyAds Digital Pvt Ltd,Marketing,Marketing,IT,30419.87,12,3650.38,34070.25,INR,RTGS,Approved,Vikram Patel,Vandana Chopra,L1,PO2032533,CONV011-525,No,27AADCD0123Q1Z3
TXN2026098,INV20260098,2026-04-04,2026-04-02,2026-04-29,V007,TalentBridge HR Pvt Ltd,HR Services,HR Services,OPS,11841.86,28,3315.72,15157.58,INR,UPI,Pending,Priya Nair,Sunita Menon,L1,PO2027528,CONV007-542,Yes,
TXN2026099,INV20260099,2026-01-13,2026-01-01,2026-02-20,V006,MediaReach Pvt Ltd,Marketing,Marketing,IT,14167.35,18,2550.12,16717.47,INR,NEFT,Approved,Arjun Pillai,Lalitha Rajan,L1,PO2032930,CONV006-988,Yes,06AACCC5678K1Z4
TXN2026100,INV20260100,2026-04-28,2026-04-16,2026-05-14,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,OPS,54255.22,12,6510.63,60765.85,INR,NEFT,Approved,Rohan Mehta,Meenakshi Subramaniam,L1,PO2027774,CONV005-458,Yes,19AABCE4567J1Z7
TXN2026101,INV20260101,2026-04-19,2026-04-10,2026-05-15,V002,Infrasync Solutions Ltd,Technology,Technology,IT,74681.32,5,3734.07,78415.39,INR,RTGS,Approved,Sneha Joshi,Prakash Tiwari,L1,PO2026475,CONV002-284,Yes,29AADCE5678F1Z3
TXN2026102,INV20260102,2026-02-04,2026-01-23,2026-03-15,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,OPS,54300.85,12,6516.1,60816.95,INR,NEFT,Approved,Sneha Joshi,Sunita Menon,L1,PO2028325,CONV005-858,Yes,19AABCE4567J1Z7
TXN2026103,INV20260103,2026-03-23,2026-03-22,2026-04-09,V012,Pinnacle Consult LLP,Consulting,Consulting,MKT,28372.8,12,3404.74,31777.54,INR,Cheque,Approved,Ananya Bose,Lalitha Rajan,L1,PO2035300,CONV012-710,Yes,06AACCE1234R1Z5
TXN2026104,INV20260104,2026-01-11,2025-12-27,2026-01-27,V003,PrintMate India Pvt Ltd,Stationery,Travel,FIN,50530.7,28,14148.6,64679.3,INR,NEFT,Approved,Kavitha Krishnan,Girish Naik,L1,PO2030476,CONV003-320,Yes,07AABCF2345G1Z1
TXN2026105,INV20260105,2026-04-07,2026-03-29,2026-04-25,V006,MediaReach Pvt Ltd,Marketing,Marketing,OPS,21538.88,18,3877.0,25415.88,INR,IMPS,Approved,Aakash Sharma,Rajesh Khanna,L1,PO2026126,CONV006-309,Yes,06AACCC5678K1Z4
TXN2026106,INV20260106,2026-02-08,2026-02-04,2026-03-19,V003,PrintMate India Pvt Ltd,Stationery,Stationery,OPS,37299.13,28,10443.76,47742.89,INR,UPI,Approved,Ritu Singh,Abhijit Das,L1,PO2032230,CONV003-645,Yes,07AABCF2345G1Z1
TXN2026107,INV20260107,2026-04-01,2026-03-28,2026-05-02,V009,NetGuard Cybersec Ltd,Technology,Technology,OPS,6405.62,5,320.28,6725.9,INR,NEFT,Approved,Vikram Patel,Sunita Menon,L1,PO2031130,CONV009-689,Yes,29AACCE8901N1Z8
TXN2026108,INV20260108,2026-02-24,2026-02-14,2026-03-23,V012,Pinnacle Consult LLP,Consulting,Consulting,OPS,65099.16,18,11717.85,76817.01,INR,NEFT,Approved,Rohan Mehta,Vandana Chopra,L1,,CONV012-951,Yes,06AACCE1234R1Z5
TXN2026109,INV20260052,2026-03-30,2026-03-15,2026-04-25,V002,Infrasync Solutions Ltd,Technology,Technology,FIN,10898.53,28,3051.59,13950.12,INR,RTGS,Approved,Manish Gupta,Prakash Tiwari,L1,PO2029631,CONV002-441,Yes,
TXN2026110,INV20260110,2026-04-10,2026-04-07,2026-04-27,V009,NetGuard Cybersec Ltd,Technology,Technology,IT,59553.43,18,10719.62,70273.05,INR,IMPS,Approved,Ananya Bose,Abhijit Das,L1,PO2029872,CONV009-205,Yes,29AACCE8901N1Z8
TXN2026111,INV20260111,2026-01-19,2026-01-14,2026-02-09,V003,PrintMate India Pvt Ltd,Stationery,Stationery,ADMIN,61583.44,28,17243.36,78826.8,INR,NEFT,Approved,Kavitha Krishnan,Vandana Chopra,L1,PO2035249,CONV003-758,Yes,07AABCF2345G1Z1
TXN2026112,INV20260112,2026-03-23,2026-03-13,2026-04-17,V014,LegalEdge Associates,Legal,Legal,OPS,52353.88,28,14659.09,67012.97,INR,RTGS,Approved,Kavitha Krishnan,Prakash Tiwari,L1,PO2035690,CONV014-157,Yes,07AACCC3456T1Z9
TXN2026113,INV20260113,2026-02-15,2026-02-06,2026-03-04,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,FIN,53349.99,18,9603.0,62952.99,INR,NEFT,Approved,Priya Nair,Sunita Menon,L1,PO2035734,CONV005-619,Yes,19AABCE4567J1Z7
TXN2026114,INV20260114,2026-02-19,2026-02-11,2026-03-24,V009,NetGuard Cybersec Ltd,Technology,Technology,ADMIN,50375.44,12,6045.05,56420.49,INR,NEFT,Approved,Ananya Bose,Abhijit Das,L1,PO2027014,CONV009-561,Yes,29AACCE8901N1Z8
TXN2026115,INV20260115,2026-01-14,2026-01-01,2026-02-26,V014,LegalEdge Associates,Legal,Legal,ADMIN,23580.78,12,2829.69,26410.47,INR,NEFT,Approved,Aakash Sharma,Vandana Chopra,L1,,CONV014-549,Yes,07AACCC3456T1Z9
TXN2026116,INV20260116,2026-03-09,2026-02-28,2026-04-12,V003,PrintMate India Pvt Ltd,Stationery,Stationery,OPS,49841.44,18,8971.46,58812.9,INR,Cheque,Approved,Arjun Pillai,Lalitha Rajan,L1,PO2027080,CONV003-437,Yes,07AABCF2345G1Z1
TXN2026117,INV20260117,2026-01-13,2026-01-04,2026-02-18,V007,TalentBridge HR Pvt Ltd,HR Services,HR Services,ADMIN,48705.46,18,8766.98,57472.44,INR,IMPS,Approved,Priya Nair,Abhijit Das,L1,PO2031732,CONV007-417,Yes,27AACCD6789L1Z2
TXN2026118,INV20260118,2026-03-25,2026-03-13,2026-04-30,V007,TalentBridge HR Pvt Ltd,HR Services,Hardware,OPS,14584.53,18,2625.22,17209.75,INR,IMPS,Approved,Pooja Rao,Sunita Menon,L1,PO2032938,CONV007-620,No,27AACCD6789L1Z2
TXN2026119,INV20260119,2026-02-16,2026-02-15,2026-03-14,V005,SwiftLogix Pvt Ltd,Logistics,Marketing,OPS,10787.38,12,1294.49,12081.87,INR,Cheque,Approved,Rohan Mehta,Sunita Menon,L1,PO2034318,CONV005-889,Yes,19AABCE4567J1Z7
TXN2026120,INV20260120,2026-03-11,2026-02-25,2026-04-18,V015,DataVault Analytics Ltd,Technology,Technology,ADMIN,33253.99,12,3990.48,37244.47,INR,UPI,Approved,Sneha Joshi,Abhijit Das,L1,PO2028963,CONV015-951,Yes,19AADCE4567U1Z1
TXN2026121,INV20260121,2026-03-30,2026-03-17,2026-05-03,V013,FreshCafe Catering Ltd,Facilities,Facilities,ADMIN,58968.93,18,10614.41,69583.34,INR,Cheque,Approved,Arjun Pillai,Vandana Chopra,L1,PO2030669,CONV013-870,Yes,24AABCF2345S1Z7
TXN2026122,INV20260122,2026-04-06,2026-03-24,2026-05-05,V004,BuildRight Contractors,Facilities,Facilities,OPS,55873.01,12,6704.76,62577.77,INR,Cheque,Pending,Ananya Bose,Vandana Chopra,L1,PO2033565,CONV004-887,Yes,24AACCD3456H1Z9
TXN2026123,INV20260123,2026-02-06,2026-01-24,2026-03-05,V009,NetGuard Cybersec Ltd,Technology,Technology,HR,23750.24,12,2850.03,26600.27,INR,RTGS,Approved,Pooja Rao,Vandana Chopra,L1,PO2032082,CONV009-667,Yes,29AACCE8901N1Z8
TXN2026124,INV20260124,2026-04-30,2026-04-28,2026-06-06,V014,LegalEdge Associates,Legal,Legal,FIN,38698.94,12,4643.87,43342.81,INR,UPI,Approved,Suresh Reddy,Abhijit Das,L1,PO2033168,CONV014-193,Yes,07AACCC3456T1Z9
TXN2026125,INV20260125,2026-04-27,2026-04-23,2026-06-07,V008,GreenOffice Supplies,Stationery,Stationery,FIN,33962.46,18,6113.24,40075.7,INR,Cheque,Approved,Deepika Iyer,Sunita Menon,L1,PO2032143,CONV008-329,Yes,33AABCF7890M1Z6
TXN2026126,INV20260126,2026-01-04,2025-12-29,2026-02-17,V002,Infrasync Solutions Ltd,Technology,Technology,ADMIN,26515.95,12,3181.91,29697.86,INR,UPI,Approved,Aakash Sharma,Vandana Chopra,L1,PO2028274,CONV002-877,Yes,29AADCE5678F1Z3
TXN2026127,INV20260127,2026-04-01,2026-03-24,2026-04-30,V010,EliteTravel & Tours,Travel,Hardware,FIN,75516.95,12,9062.03,84578.98,INR,UPI,Approved,Manish Gupta,Girish Naik,L1,PO2027822,CONV010-894,Yes,09AABCC9012P1Z0
TXN2026128,INV20260128,2026-02-06,2026-02-02,2026-03-02,V002,Infrasync Solutions Ltd,Technology,Facilities,ADMIN,72886.02,5,3644.3,76530.32,INR,IMPS,Approved,Pooja Rao,Rajesh Khanna,L1,PO2034444,CONV002-688,Yes,29AADCE5678F1Z3
TXN2026129,INV20260129,2026-01-31,2026-01-19,2026-02-19,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,IT,54827.85,28,15351.8,70179.65,INR,UPI,Approved,Rohan Mehta,Sunita Menon,L1,PO2034577,CONV005-469,Yes,19AABCE4567J1Z7
TXN2026130,INV20260130,2026-01-09,2025-12-31,2026-02-10,V009,NetGuard Cybersec Ltd,Technology,Technology,IT,52675.31,28,14749.09,67424.4,INR,IMPS,Approved,Aakash Sharma,Lalitha Rajan,L1,,CONV009-359,Yes,29AACCE8901N1Z8
TXN2026131,INV20260131,2026-04-06,2026-04-05,2026-05-02,V013,FreshCafe Catering Ltd,Facilities,Marketing,ADMIN,8325.18,18,1498.53,9823.71,INR,NEFT,Approved,Rohan Mehta,Lalitha Rajan,L1,PO2028869,CONV013-950,Yes,24AABCF2345S1Z7
TXN2026132,INV20260132,2026-04-10,2026-03-30,2026-05-09,V012,Pinnacle Consult LLP,Consulting,Consulting,HR,27008.19,28,7562.29,34570.48,INR,RTGS,Approved,Aakash Sharma,Rajesh Khanna,L1,PO2029269,CONV012-142,Yes,06AACCE1234R1Z5
TXN2026133,INV20260133,2026-02-10,2026-01-26,2026-03-06,V009,NetGuard Cybersec Ltd,Technology,Technology,IT,31773.06,12,3812.77,35585.83,INR,Cheque,Approved,Suresh Reddy,Rajesh Khanna,L1,PO2031439,CONV009-379,Yes,29AACCE8901N1Z8
TXN2026134,INV20260134,2026-01-16,2026-01-03,2026-02-11,V007,TalentBridge HR Pvt Ltd,HR Services,HR Services,ADMIN,78029.27,28,21848.2,99877.47,INR,Cheque,Approved,Ananya Bose,Vandana Chopra,L1,PO2034152,CONV007-476,Yes,27AACCD6789L1Z2
TXN2026135,INV20260135,2026-04-29,2026-04-16,2026-05-30,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,ADMIN,27032.48,12,3243.9,30276.38,INR,Cheque,Approved,Manish Gupta,Sunita Menon,L1,PO2027312,CONV005-435,Yes,19AABCE4567J1Z7
TXN2026136,INV20260136,2026-03-26,2026-03-21,2026-04-19,V008,GreenOffice Supplies,Stationery,Stationery,MKT,8176.64,18,1471.8,9648.44,INR,RTGS,Approved,Kavitha Krishnan,Lalitha Rajan,L1,PO2033127,CONV008-381,Yes,33AABCF7890M1Z6
TXN2026137,INV20260137,2026-03-23,2026-03-10,2026-05-07,V001,CloudNova Pvt Ltd,Technology,Catering,MKT,15708.46,12,1885.02,17593.48,INR,UPI,Approved,Aakash Sharma,Vandana Chopra,L1,PO2026571,CONV001-229,Yes,27AABCC1234D1Z5
TXN2026138,INV20260138,2026-01-09,2026-01-05,2026-02-17,V011,SkyAds Digital Pvt Ltd,Marketing,Marketing,MKT,38744.19,12,4649.3,43393.49,INR,IMPS,Approved,Arjun Pillai,Lalitha Rajan,L1,PO2032096,CONV011-554,No,27AADCD0123Q1Z3
TXN2026139,INV20260139,2026-04-08,2026-04-06,2026-05-11,V003,PrintMate India Pvt Ltd,Stationery,Stationery,MKT,6943.5,12,833.22,7776.72,INR,UPI,Approved,Priya Nair,Abhijit Das,L1,PO2034177,CONV003-630,Yes,07AABCF2345G1Z1
TXN2026140,INV20260033,2026-02-19,2026-02-04,2026-03-23,V002,Infrasync Solutions Ltd,Technology,Technology,OPS,73735.92,18,13272.47,87008.39,INR,Cheque,Approved,Ritu Singh,Vandana Chopra,L1,,CONV002-225,Yes,29AADCE5678F1Z3
TXN2026141,INV20260141,2026-01-18,2026-01-04,2026-02-04,V008,GreenOffice Supplies,Stationery,Consulting,FIN,45662.85,5,2283.14,47945.99,INR,UPI,Approved,Manish Gupta,Prakash Tiwari,L1,PO2028581,CONV008-828,Yes,33AABCF7890M1Z6
TXN2026142,INV20260142,2026-04-01,2026-03-17,2026-05-08,V011,SkyAds Digital Pvt Ltd,Marketing,Stationery,IT,15415.77,12,1849.89,17265.66,INR,RTGS,Approved,Nikhil Desai,Vandana Chopra,L1,PO2026431,CONV011-469,No,27AADCD0123Q1Z3
TXN2026143,INV20260143,2026-03-12,2026-03-02,2026-04-07,V008,GreenOffice Supplies,Stationery,Stationery,IT,28196.8,5,1409.84,29606.64,INR,RTGS,Approved,Priya Nair,Vandana Chopra,L1,PO2034613,CONV008-520,Yes,33AABCF7890M1Z6
TXN2026144,INV20260144,2026-04-09,2026-04-02,2026-05-20,V010,EliteTravel & Tours,Travel,Stationery,ADMIN,70847.01,18,12752.46,83599.47,INR,NEFT,Approved,Rohan Mehta,Abhijit Das,L1,,CONV010-886,Yes,09AABCC9012P1Z0
TXN2026145,INV20260145,2026-01-17,2026-01-10,2026-02-17,V015,DataVault Analytics Ltd,Technology,Technology,FIN,29199.56,12,3503.95,32703.51,INR,IMPS,Approved,Rohan Mehta,Meenakshi Subramaniam,L1,PO2031670,CONV015-631,Yes,19AADCE4567U1Z1
TXN2026146,INV20260146,2026-04-25,2026-04-20,2026-06-06,V002,Infrasync Solutions Ltd,Technology,Technology,ADMIN,45010.85,18,8101.95,53112.8,INR,IMPS,Approved,Sneha Joshi,Abhijit Das,L1,PO2035697,CONV002-694,Yes,29AADCE5678F1Z3
TXN2026147,INV20260147,2026-01-20,2026-01-17,2026-02-25,V010,EliteTravel & Tours,Travel,Travel,IT,69783.59,5,3489.18,73272.77,INR,UPI,Approved,Pooja Rao,Sunita Menon,L1,PO2026745,CONV010-756,Yes,09AABCC9012P1Z0
TXN2026148,INV20260148,2026-04-09,2026-03-30,2026-05-02,V011,SkyAds Digital Pvt Ltd,Marketing,Marketing,IT,219397.4,5,10969.87,230367.27,INR,Cheque,Approved,Kavitha Krishnan,Prakash Tiwari,L3,PO2033913,CONV011-350,Yes,27AADCD0123Q1Z3
TXN2026149,INV20260149,2026-04-14,2026-04-01,2026-05-20,V007,TalentBridge HR Pvt Ltd,HR Services,HR Services,FIN,39833.16,28,11153.28,50986.44,INR,NEFT,Approved,Kavitha Krishnan,Lalitha Rajan,L1,PO2035940,CONV007-247,Yes,27AACCD6789L1Z2
TXN2026150,INV20260150,2026-02-10,2026-01-27,2026-03-19,V006,MediaReach Pvt Ltd,Marketing,Marketing,OPS,47123.84,18,8482.29,55606.13,INR,Cheque,Approved,Manish Gupta,Lalitha Rajan,L1,PO2029961,CONV006-577,Yes,06AACCC5678K1Z4
TXN2026151,INV20260151,2026-01-16,2026-01-11,2026-02-14,V004,BuildRight Contractors,Facilities,Software,OPS,77201.44,28,21616.4,98817.84,INR,Cheque,Approved,Deepika Iyer,Abhijit Das,L1,,CONV004-933,Yes,24AACCD3456H1Z9
TXN2026152,INV20260006,2026-02-11,2026-01-27,2026-03-16,V012,Pinnacle Consult LLP,Consulting,Consulting,HR,70930.67,28,19860.59,90791.26,INR,Cheque,Rejected,Kavitha Krishnan,Vandana Chopra,L1,PO2027476,CONV012-502,Yes,06AACCE1234R1Z5
TXN2026153,INV20260153,2026-03-06,2026-02-26,2026-04-20,V004,BuildRight Contractors,Facilities,Facilities,OPS,71175.46,28,19929.13,91104.59,INR,NEFT,Approved,Sneha Joshi,Vandana Chopra,L1,PO2030682,CONV004-649,Yes,24AACCD3456H1Z9
TXN2026154,INV20260154,2026-01-02,2025-12-19,2026-01-20,V007,TalentBridge HR Pvt Ltd,HR Services,HR Services,ADMIN,35043.62,18,6307.85,41351.47,INR,UPI,Approved,Aakash Sharma,Meenakshi Subramaniam,L1,PO2031940,CONV007-666,Yes,27AACCD6789L1Z2
TXN2026155,INV20260155,2026-02-06,2026-02-04,2026-03-05,V009,NetGuard Cybersec Ltd,Technology,Technology,IT,78131.21,5,3906.56,82037.77,INR,UPI,Approved,Rohan Mehta,Girish Naik,L1,,CONV009-482,No,29AACCE8901N1Z8
TXN2026156,INV20260156,2026-04-12,2026-04-06,2026-05-14,V006,MediaReach Pvt Ltd,Marketing,Marketing,HR,7918.55,5,395.93,8314.48,INR,IMPS,Approved,Aakash Sharma,Lalitha Rajan,L1,PO2033762,CONV006-631,Yes,06AACCC5678K1Z4
TXN2026157,INV20260157,2026-02-28,2026-02-25,2026-04-03,V015,DataVault Analytics Ltd,Technology,Technology,OPS,60448.95,28,16925.71,77374.66,INR,IMPS,Approved,Sneha Joshi,Prakash Tiwari,L1,PO2035728,CONV015-444,Yes,19AADCE4567U1Z1
TXN2026158,INV20260158,2026-03-06,2026-02-20,2026-04-06,V009,NetGuard Cybersec Ltd,Technology,Technology,IT,29842.97,5,1492.15,31335.12,INR,UPI,Approved,Ananya Bose,Sunita Menon,L1,PO2032825,CONV009-697,Yes,29AACCE8901N1Z8
TXN2026159,INV20260159,2026-02-09,2026-01-27,2026-03-24,V012,Pinnacle Consult LLP,Consulting,Consulting,ADMIN,63717.8,18,11469.2,75187.0,INR,NEFT,Approved,Arjun Pillai,Meenakshi Subramaniam,L1,PO2026842,CONV012-697,No,06AACCE1234R1Z5
TXN2026160,INV20260160,2026-03-03,2026-02-28,2026-04-03,V011,SkyAds Digital Pvt Ltd,Marketing,Marketing,MKT,47942.77,12,5753.13,53695.9,INR,RTGS,Approved,Aakash Sharma,Sunita Menon,L1,PO2029126,CONV011-119,Yes,27AADCD0123Q1Z3
TXN2026161,INV20260161,2026-02-26,2026-02-20,2026-03-26,V003,PrintMate India Pvt Ltd,Stationery,Stationery,HR,68628.27,28,19215.92,87844.19,INR,Cheque,Approved,Pooja Rao,Rajesh Khanna,L1,PO2028263,CONV003-631,No,07AABCF2345G1Z1
TXN2026162,INV20260162,2026-01-27,2026-01-18,2026-02-21,V011,SkyAds Digital Pvt Ltd,Marketing,Marketing,MKT,44984.53,28,12595.67,57580.2,INR,UPI,Pending,Siddharth Verma,Lalitha Rajan,L1,PO2030332,CONV011-724,Yes,27AADCD0123Q1Z3
TXN2026163,INV20260163,2026-03-03,2026-02-27,2026-04-17,V004,BuildRight Contractors,Facilities,Facilities,OPS,26675.31,18,4801.56,31476.87,INR,RTGS,Pending,Nikhil Desai,Meenakshi Subramaniam,L1,PO2034012,CONV004-424,Yes,24AACCD3456H1Z9
TXN2026164,INV20260046,2026-03-03,2026-02-25,2026-04-04,V015,DataVault Analytics Ltd,Technology,Technology,ADMIN,78512.04,28,21983.37,100495.41,INR,UPI,Approved,Siddharth Verma,Lalitha Rajan,L2,PO2030759,CONV015-143,Yes,19AADCE4567U1Z1
TXN2026165,INV20260165,2026-02-06,2026-01-25,2026-02-23,V006,MediaReach Pvt Ltd,Marketing,Marketing,ADMIN,67096.38,12,8051.57,75147.95,INR,UPI,Approved,Deepika Iyer,Prakash Tiwari,L1,PO2035209,CONV006-812,Yes,06AACCC5678K1Z4
TXN2026166,INV20260166,2026-02-04,2026-02-01,2026-02-22,V010,EliteTravel & Tours,Travel,Travel,HR,22462.74,12,2695.53,25158.27,INR,RTGS,Approved,Arjun Pillai,Sunita Menon,L1,PO2032772,CONV010-438,Yes,09AABCC9012P1Z0
TXN2026167,INV20260167,2026-04-02,2026-03-25,2026-04-20,V011,SkyAds Digital Pvt Ltd,Marketing,Marketing,FIN,53966.96,12,6476.04,60443.0,INR,IMPS,Rejected,Vikram Patel,Vandana Chopra,L1,,CONV011-588,Yes,27AADCD0123Q1Z3
TXN2026168,INV20260168,2026-03-25,2026-03-21,2026-05-03,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,ADMIN,48060.0,5,2403.0,50463.0,INR,NEFT,Pending,Arjun Pillai,Rajesh Khanna,L1,PO2028869,CONV005-527,Yes,19AABCE4567J1Z7
TXN2026169,INV20260169,2026-04-23,2026-04-09,2026-05-13,V015,DataVault Analytics Ltd,Technology,Technology,MKT,7809.96,18,1405.79,9215.75,INR,Cheque,Approved,Siddharth Verma,Prakash Tiwari,L1,PO2035306,CONV015-717,Yes,19AADCE4567U1Z1
TXN2026170,INV20260170,2026-01-14,2025-12-30,2026-02-08,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,ADMIN,102065.66,12,12247.88,114313.54,INR,IMPS,Approved,Pooja Rao,Sunita Menon,L2,PO2031418,CONV005-266,Yes,19AABCE4567J1Z7
TXN2026171,INV20260171,2026-04-04,2026-03-27,2026-05-09,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,FIN,50821.59,12,6098.59,56920.18,INR,UPI,Approved,Rohan Mehta,Girish Naik,L1,PO2033008,CONV005-627,Yes,19AABCE4567J1Z7
TXN2026172,INV20260172,2026-02-11,2026-02-09,2026-03-10,V011,SkyAds Digital Pvt Ltd,Marketing,Logistics,MKT,33768.08,5,1688.4,35456.48,INR,UPI,Pending,Suresh Reddy,Vandana Chopra,L1,PO2030375,CONV011-437,Yes,27AADCD0123Q1Z3
TXN2026173,INV20260173,2026-02-08,2026-01-29,2026-03-18,V010,EliteTravel & Tours,Travel,Catering,OPS,28010.48,5,1400.52,29411.0,INR,RTGS,Approved,Kavitha Krishnan,Girish Naik,L1,PO2034234,CONV010-820,Yes,09AABCC9012P1Z0
TXN2026174,INV20260173,2026-04-09,2026-04-04,2026-05-16,V002,Infrasync Solutions Ltd,Technology,Technology,OPS,40863.64,12,4903.64,45767.28,INR,UPI,Approved,Rohan Mehta,Vandana Chopra,L1,PO2032122,CONV002-525,Yes,29AADCE5678F1Z3
TXN2026175,INV20260175,2026-03-31,2026-03-22,2026-05-14,V008,GreenOffice Supplies,Stationery,Stationery,ADMIN,38506.1,5,1925.31,40431.41,INR,RTGS,Approved,Manish Gupta,Lalitha Rajan,L1,PO2027280,CONV008-677,Yes,33AABCF7890M1Z6
TXN2026176,INV20260176,2026-01-15,2026-01-14,2026-02-25,V009,NetGuard Cybersec Ltd,Technology,Technology,HR,69086.45,12,8290.37,77376.82,INR,IMPS,Approved,Ananya Bose,Vandana Chopra,L1,PO2027905,CONV009-796,Yes,29AACCE8901N1Z8
TXN2026177,INV20260177,2026-01-27,2026-01-15,2026-03-01,V008,GreenOffice Supplies,Stationery,Legal,MKT,47293.34,28,13242.14,60535.48,INR,NEFT,Approved,Kavitha Krishnan,Vandana Chopra,L1,PO2031050,CONV008-840,Yes,33AABCF7890M1Z6
TXN2026178,INV20260178,2026-01-03,2025-12-27,2026-01-26,V014,LegalEdge Associates,Legal,Marketing,IT,9781.99,18,1760.76,11542.75,INR,NEFT,Approved,Ritu Singh,Rajesh Khanna,L1,PO2027131,CONV014-583,Yes,07AACCC3456T1Z9
TXN2026179,INV20260179,2026-01-05,2025-12-31,2026-02-02,V003,PrintMate India Pvt Ltd,Stationery,Stationery,ADMIN,70221.52,28,19662.03,89883.55,INR,Cheque,Approved,Kavitha Krishnan,Girish Naik,L1,PO2032155,CONV003-182,Yes,
TXN2026180,INV20260180,2026-03-29,2026-03-18,2026-05-10,V009,NetGuard Cybersec Ltd,Technology,Stationery,FIN,14551.03,28,4074.29,18625.32,INR,RTGS,Rejected,Manish Gupta,Meenakshi Subramaniam,L1,,CONV009-954,Yes,29AACCE8901N1Z8
TXN2026181,INV20260181,2026-01-01,2025-12-19,2026-01-16,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,ADMIN,136805.69,28,38305.59,175111.28,INR,IMPS,Approved,Pooja Rao,Abhijit Das,L2,PO2030517,CONV005-293,Yes,19AABCE4567J1Z7
TXN2026182,INV20260182,2026-04-30,2026-04-15,2026-06-07,V013,FreshCafe Catering Ltd,Facilities,Catering,MKT,20456.12,5,1022.81,21478.93,INR,IMPS,Approved,Deepika Iyer,Sunita Menon,L1,PO2035732,CONV013-134,Yes,24AABCF2345S1Z7
TXN2026183,INV20260183,2026-02-27,2026-02-17,2026-04-04,V012,Pinnacle Consult LLP,Consulting,Consulting,HR,21295.19,12,2555.42,23850.61,INR,NEFT,Approved,Manish Gupta,Rajesh Khanna,L1,PO2028296,CONV012-615,Yes,06AACCE1234R1Z5
TXN2026184,INV20260184,2026-02-07,2026-02-03,2026-03-20,V015,DataVault Analytics Ltd,Technology,Technology,OPS,27632.33,18,4973.82,32606.15,INR,IMPS,Approved,Deepika Iyer,Abhijit Das,L1,,CONV015-776,Yes,19AADCE4567U1Z1
TXN2026185,INV20260185,2026-03-08,2026-03-04,2026-04-05,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,IT,55906.26,12,6708.75,62615.01,INR,IMPS,Approved,Arjun Pillai,Vandana Chopra,L1,PO2026769,CONV005-452,Yes,19AABCE4567J1Z7
TXN2026186,INV20260186,2026-03-24,2026-03-13,2026-04-20,V013,FreshCafe Catering Ltd,Facilities,Facilities,ADMIN,18790.92,18,3382.37,22173.29,INR,Cheque,Approved,Vikram Patel,Vandana Chopra,L1,PO2029949,CONV013-969,Yes,24AABCF2345S1Z7
TXN2026187,INV20260187,2026-01-29,2026-01-24,2026-03-12,V012,Pinnacle Consult LLP,Consulting,Consulting,FIN,44749.39,28,12529.83,57279.22,INR,IMPS,Approved,Manish Gupta,Girish Naik,L1,PO2029979,CONV012-361,No,06AACCE1234R1Z5
TXN2026188,INV20260188,2026-01-27,2026-01-21,2026-03-03,V002,Infrasync Solutions Ltd,Technology,Technology,OPS,25134.62,12,3016.15,28150.77,INR,NEFT,Approved,Aakash Sharma,Rajesh Khanna,L1,PO2027193,CONV002-292,Yes,29AADCE5678F1Z3
TXN2026189,INV20260067,2026-04-13,2026-03-31,2026-05-16,V012,Pinnacle Consult LLP,Consulting,Consulting,HR,76776.48,18,13819.77,90596.25,INR,Cheque,Approved,Suresh Reddy,Rajesh Khanna,L1,PO2029114,CONV012-859,Yes,06AACCE1234R1Z5
TXN2026190,INV20260086,2026-01-16,2026-01-04,2026-02-24,V008,GreenOffice Supplies,Stationery,Stationery,ADMIN,22949.82,28,6425.95,29375.77,INR,IMPS,Approved,Siddharth Verma,Lalitha Rajan,L1,PO2032237,CONV008-577,Yes,33AABCF7890M1Z6
TXN2026191,INV20260191,2026-03-10,2026-02-27,2026-04-05,V005,SwiftLogix Pvt Ltd,Logistics,Logistics,IT,67979.84,28,19034.36,87014.2,INR,Cheque,Approved,Nikhil Desai,Meenakshi Subramaniam,L1,PO2032074,CONV005-420,Yes,19AABCE4567J1Z7
TXN2026192,INV20260192,2026-02-22,2026-02-21,2026-03-27,V014,LegalEdge Associates,Legal,Legal,HR,16430.86,28,4600.64,21031.5,INR,NEFT,Approved,Suresh Reddy,Lalitha Rajan,L1,PO2029769,CONV014-488,Yes,07AACCC3456T1Z9
